UNDER_CONSTRUCTION,RERA,BHK_NO.,SQUARE_FT,READY_TO_MOVE,RESALE,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS),POSTED_BY_0,POSTED_BY_1,POSTED_BY_Builder,BHK_OR_RK_0,BHK_OR_RK_1
0,0,3,1499,1,1,22,88,100,0,1,0,1,0
0,0,3,1755,1,1,12,77,100,0,1,0,1,0
0,0,2,1099,1,1,19,73,99,0,1,0,1,0
0,0,1,575,1,1,18,73,16,1,0,0,1,0
0,0,2,765,1,1,26,75,28,1,0,0,1,0
0,0,1,600,1,1,21,74,110,0,1,0,1,0
0,0,2,1300,1,1,28,76,30,1,0,0,1,0
0,0,3,1799,1,1,13,77,110,0,1,0,1,0
0,0,2,1128,1,1,12,77,85,1,0,0,1,0
0,0,4,3500,1,1,13,77,450,0,1,0,1,0
0,1,3,2050,1,1,28,77,95,0,1,0,1,0
0,1,3,2500,1,1,28,77,210,0,1,0,1,0
0,0,2,980,1,1,13,77,34,1,0,0,1,0
0,0,3,1380,1,1,28,77,62,1,0,0,1,0
1,1,3,1350,0,1,28,77,56,0,1,0,1,0
0,0,2,550,1,1,18,72,120,0,1,0,1,0
0,0,2,800,1,1,13,80,120,0,1,0,1,0
0,0,3,1467,1,1,25,75,40,1,0,0,1,0
0,0,2,712,1,1,22,88,28,1,0,0,1,0
0,0,2,850,1,1,22,88,35,1,0,0,1,0
0,1,2,1200,1,1,30,76,36,0,1,0,1,0
0,0,1,450,1,1,22,88,15,1,0,0,1,0
0,1,2,1028,1,1,28,76,83,0,1,0,1,0
0,0,2,1056,1,1,18,73,65,0,1,0,1,0
0,0,2,1050,1,1,28,77,62,0,1,0,1,0
0,1,3,1270,1,1,12,77,58,1,0,0,1,0
0,0,2,1165,1,1,50,4,58,1,0,0,1,0
0,1,2,1224,1,1,12,77,49,1,0,0,1,0
0,0,3,1475,1,1,18,73,60,0,1,0,1,0
0,1,2,950,1,1,28,77,45,1,0,0,1,0
0,0,3,1500,1,1,18,73,150,0,1,0,1,0
1,1,2,1080,0,1,28,76,75,1,0,0,1,0
0,0,1,559,1,1,19,72,20,1,0,0,1,0
0,0,4,4259,1,1,28,77,320,0,1,0,1,0
1,1,2,1093,0,1,18,73,67,0,1,0,1,0
1,1,4,2250,0,0,18,72,410,0,1,0,1,0
0,0,2,960,1,1,13,80,77,1,0,0,1,0
1,1,2,860,0,1,18,73,34,0,1,0,1,0
0,1,3,1399,1,1,26,75,64,1,0,0,1,0
1,0,3,1529,0,1,22,88,130,0,1,0,1,0
0,0,3,1696,1,1,22,88,120,0,1,0,1,0
0,0,3,1886,1,1,9,76,130,0,1,0,1,0
1,0,2,871,0,0,12,77,24,0,0,1,1,0
1,0,2,951,0,1,13,77,39,0,1,0,1,0
1,1,3,899,0,0,22,73,31,0,1,0,1,0
0,1,3,1211,1,1,30,76,23,0,1,0,1,0
0,0,2,799,1,1,28,76,15,0,1,0,1,0
0,0,3,1619,1,1,18,73,90,0,1,0,1,0
0,0,2,750,1,1,22,88,23,1,0,0,1,0
1,1,3,1885,0,1,21,77,75,0,1,0,1,0
0,0,1,415,1,1,24,73,11,1,0,0,1,0
0,0,2,1192,1,1,20,85,59,0,1,0,1,0
0,0,2,926,1,1,26,74,29,1,0,0,1,0
0,0,2,1001,1,1,18,73,38,0,1,0,1,0
0,0,3,1079,1,1,27,78,42,1,0,0,1,0
1,1,1,688,0,1,19,73,32,0,1,0,1,0
0,0,2,1050,1,1,18,72,120,0,1,0,1,0
0,0,2,1200,1,1,22,73,32,1,0,0,1,0
0,0,2,925,1,1,22,88,34,1,0,0,1,0
0,0,2,1195,1,1,24,77,18,0,1,0,1,0
0,1,3,1416,1,1,12,77,100,0,1,0,1,0
0,0,2,1425,1,1,28,76,59,1,0,0,1,0
0,0,4,4200,1,1,18,72,1200,0,1,0,1,0
0,1,2,960,1,1,18,73,63,0,1,0,1,0
0,1,2,1044,1,1,18,73,60,0,1,0,1,0
0,0,2,1288,1,1,30,76,35,0,1,0,1,0
0,1,2,1211,1,1,19,72,150,0,1,0,1,0
0,0,3,1119,1,1,28,76,28,0,1,0,1,0
0,1,4,2400,1,1,18,73,200,0,1,0,1,0
0,1,2,1133,1,1,13,77,92,0,1,0,1,0
1,1,2,845,0,1,24,78,75,0,1,0,1,0
0,0,3,1450,1,1,12,77,60,1,0,0,1,0
0,1,3,1515,1,1,24,78,140,0,1,0,1,0
0,1,2,1260,1,1,13,77,58,1,0,0,1,0
0,0,1,652,1,1,21,78,25,1,0,0,1,0
1,1,2,559,0,0,28,76,69,0,1,0,1,0
0,0,5,2928,1,1,28,77,390,0,1,0,1,0
0,1,3,1749,1,1,28,77,120,0,1,0,1,0
0,1,2,1008,1,1,19,72,150,0,1,0,1,0
0,0,3,1900,1,1,14,77,45,1,0,0,1,0
0,1,3,1578,1,1,30,76,42,0,1,0,1,0
0,1,2,1480,1,1,30,78,56,0,1,0,1,0
0,1,3,1625,1,1,28,77,59,0,1,0,1,0
1,0,1,750,0,1,15,73,50,0,1,0,1,0
0,0,2,1372,1,1,19,72,230,0,1,0,1,0
0,0,3,1400,1,1,21,79,55,0,1,0,1,0
0,0,2,1150,1,1,12,77,45,1,0,0,1,0
0,0,3,1300,1,1,22,73,29,0,1,0,1,0
0,0,2,1395,1,1,13,77,60,1,0,0,1,0
0,0,2,1121,1,1,20,80,45,1,0,0,1,0
0,0,1,612,1,1,12,80,35,0,1,0,1,0
0,0,3,1159,1,1,25,85,55,1,0,0,1,0
0,0,2,1211,1,1,21,81,16,1,0,0,1,0
0,0,3,2710,1,1,12,77,220,0,1,0,1,0
0,0,4,2459,1,1,28,77,99,0,1,0,1,0
0,0,2,1205,1,1,15,73,48,1,0,0,1,0
0,0,3,1458,1,1,13,77,76,0,1,0,1,0
1,1,2,1041,0,1,19,72,83,0,1,0,1,0
0,0,3,1178,1,1,22,88,44,0,1,0,1,0
0,1,1,665,1,1,12,77,75,0,1,0,1,0
0,0,3,1689,1,1,12,77,140,0,1,0,1,0
0,0,3,2142,1,1,9,76,150,1,0,0,1,0
1,0,2,750,0,1,19,72,90,0,1,0,1,0
0,0,1,720,1,1,24,78,20,0,1,0,1,0
1,0,3,1718,0,1,18,73,110,0,1,0,1,0
0,0,4,2000,1,1,26,75,55,0,1,0,1,0
0,1,3,1304,1,1,18,72,130,0,1,0,1,0
0,0,3,1500,1,1,19,72,240,0,1,0,1,0
0,0,3,1620,1,1,28,77,36,0,1,0,1,0
1,1,2,609,0,1,19,72,110,0,1,0,1,0
0,1,3,2500,1,1,22,75,90,0,1,0,1,0
0,0,3,1537,1,1,19,73,180,0,1,0,1,0
0,1,2,1156,1,1,30,76,36,0,1,0,1,0
1,1,2,687,0,0,18,73,54,0,1,0,1,0
0,1,3,1475,1,1,28,77,75,1,0,0,1,0
1,1,3,769,0,0,19,73,79,0,1,0,1,0
0,0,2,1053,1,1,-6,106,27,1,0,0,1,0
0,0,2,700,1,1,26,75,14,0,1,0,1,0
0,0,1,650,1,1,24,78,85,0,1,0,1,0
0,0,1,700,1,1,28,75,15,1,0,0,1,0
0,1,1,406,1,1,19,72,50,0,1,0,1,0
0,0,1,741,1,1,19,72,140,0,1,0,1,0
0,0,2,1000,1,1,11,76,34,1,0,0,1,0
0,0,2,1244,1,1,12,77,100,1,0,0,1,0
0,0,1,660,1,1,13,80,24,1,0,0,1,0
0,0,2,800,1,1,22,88,31,1,0,0,1,0
0,0,2,1170,1,1,24,78,75,0,1,0,1,0
0,0,2,1250,1,1,30,76,25,0,1,0,1,0
1,0,2,899,0,1,28,77,23,0,1,0,1,0
0,0,4,2461,1,1,19,72,320,0,1,0,1,0
0,0,1,450,1,1,28,77,18,1,0,0,1,0
0,0,3,1650,1,1,10,76,79,0,1,0,1,0
0,0,3,1650,1,1,18,73,110,0,1,0,1,0
1,1,2,1188,0,1,26,75,40,0,1,0,1,0
0,0,1,6000,1,1,18,73,45,0,1,0,1,0
1,0,2,954,0,1,26,91,38,0,1,0,1,0
0,0,1,373,1,1,23,72,18,1,0,0,1,0
0,0,2,810,1,1,11,78,35,1,0,0,1,0
0,0,2,1090,1,1,30,78,45,0,1,0,1,0
0,0,3,1440,1,1,19,73,120,0,1,0,1,0
1,0,2,632,0,1,22,88,29,0,1,0,1,0
0,0,2,1190,1,1,13,77,65,1,0,0,1,0
0,0,3,1423,1,1,12,77,80,1,0,0,1,0
0,1,2,1145,1,1,28,77,51,1,0,0,1,0
1,1,2,1130,0,1,19,73,81,0,1,0,1,0
1,1,1,349,0,1,19,72,33,0,1,0,1,0
0,0,1,500,1,1,30,76,33,1,0,0,1,0
0,0,2,1110,1,1,18,73,77,0,1,0,1,0
0,1,2,930,1,1,26,75,27,0,1,0,1,0
0,1,2,1410,1,1,21,77,61,1,0,0,1,0
1,0,2,900,0,1,19,72,31,1,0,0,1,0
0,0,1,400,1,1,28,77,30,1,0,0,1,0
0,0,2,1075,1,1,28,77,62,0,1,0,1,0
0,0,2,1250,1,1,12,77,100,0,1,0,1,0
0,0,2,1100,1,1,19,73,95,0,1,0,1,0
0,0,1,519,1,1,19,75,16,1,0,0,1,0
0,0,1,650,1,1,19,72,57,0,1,0,1,0
0,0,2,1073,1,1,19,72,160,0,1,0,1,0
0,0,3,1127,1,1,22,88,42,1,0,0,1,0
0,0,3,1540,1,1,13,77,100,1,0,0,1,0
1,0,3,1325,0,1,26,80,62,0,1,0,1,0
1,1,1,322,0,1,19,72,62,0,1,0,1,0
0,0,3,1496,1,1,18,73,140,0,1,0,1,0
0,0,2,1080,1,1,17,78,38,1,0,0,1,0
0,0,3,1108,1,1,22,88,35,0,1,0,1,0
0,1,2,1057,1,1,27,75,61,1,0,0,1,0
0,1,2,1195,1,1,12,77,85,0,1,0,1,0
0,1,3,1415,1,1,12,77,80,0,1,0,1,0
1,1,3,1034,0,0,19,72,250,0,1,0,1,0
1,1,1,715,0,1,18,72,120,0,1,0,1,0
0,0,1,700,1,1,19,72,96,0,1,0,1,0
0,1,2,1246,1,1,18,73,68,0,1,0,1,0
0,0,2,801,1,1,18,73,35,1,0,0,1,0
0,0,3,1199,1,1,10,76,50,1,0,0,1,0
0,1,1,618,1,1,12,77,33,0,1,0,1,0
0,0,3,1250,1,1,17,78,37,1,0,0,1,0
0,0,3,1424,1,1,28,77,75,0,1,0,1,0
0,0,1,665,1,1,16,77,35,1,0,0,1,0
1,0,3,3000,0,1,11,76,390,0,1,0,1,0
0,1,2,1200,1,1,12,76,54,0,1,0,1,0
0,0,3,1722,1,1,28,77,90,0,1,0,1,0
0,0,2,1010,1,1,19,72,160,0,1,0,1,0
0,0,3,1675,1,1,22,88,120,0,1,0,1,0
1,1,2,911,0,1,18,73,42,0,1,0,1,0
0,1,2,1119,1,1,18,73,70,0,1,0,1,0
0,1,2,934,1,1,25,83,37,0,1,0,1,0
0,0,2,830,1,1,22,88,28,0,1,0,1,0
0,1,3,1540,1,1,28,76,34,0,1,0,1,0
1,1,2,1151,0,1,28,77,140,0,1,0,1,0
0,0,3,1278,1,1,23,85,36,1,0,0,1,0
0,1,3,1576,1,1,12,77,100,0,1,0,1,0
0,0,2,650,1,1,22,73,35,1,0,0,1,0
0,1,3,2169,1,1,19,72,430,0,1,0,1,0
0,0,3,1908,1,1,30,76,130,0,1,0,1,0
1,0,2,1319,0,1,21,72,42,0,1,0,1,0
0,1,4,2860,1,1,28,77,160,0,1,0,1,0
0,1,3,1539,1,1,28,76,32,0,1,0,1,0
0,1,2,1042,1,1,19,73,140,0,1,0,1,0
0,0,1,737,1,1,22,88,40,1,0,0,1,0
0,0,3,1640,1,1,28,77,58,0,1,0,1,0
1,1,3,1793,0,1,28,77,84,0,1,0,1,0
0,0,2,965,1,1,18,73,49,0,1,0,1,0
0,1,2,896,1,1,26,75,28,0,1,0,1,0
0,1,3,1542,1,1,12,77,83,0,1,0,1,0
0,0,3,1500,1,1,12,77,92,1,0,0,1,0
0,0,2,750,1,1,9,76,42,1,0,0,1,0
0,0,1,641,1,1,19,73,45,0,1,0,1,0
0,1,1,571,1,1,19,72,100,0,1,0,1,0
0,0,2,650,1,1,22,87,16,1,0,0,1,0
0,0,3,1428,1,1,22,72,38,1,0,0,1,0
0,1,3,1445,1,1,13,77,96,0,1,0,1,0
0,0,2,960,1,1,19,85,24,1,0,0,1,0
0,0,3,1901,1,1,30,76,50,1,0,0,1,0
0,0,2,1092,1,1,18,73,75,0,1,0,1,0
0,0,3,909,1,1,13,77,45,1,0,0,1,0
1,1,4,6232,0,1,12,77,900,0,1,0,1,0
0,0,3,1614,1,0,9,76,67,0,0,1,1,0
0,0,2,1275,1,1,20,79,69,0,1,0,1,0
0,1,1,508,1,1,13,77,18,1,0,0,1,0
0,0,2,1208,1,1,13,77,63,1,0,0,1,0
1,0,3,1830,0,1,12,77,100,0,1,0,1,0
1,1,2,966,0,1,18,73,42,0,1,0,1,0
1,1,1,624,0,1,19,72,89,0,1,0,1,0
0,1,2,1119,1,1,13,77,40,0,1,0,1,0
0,1,3,2452,1,1,18,73,180,0,1,0,1,0
1,1,3,1889,0,1,18,72,440,0,1,0,1,0
0,0,1,600,1,1,19,72,68,0,1,0,1,0
0,0,2,1062,1,1,23,85,40,1,0,0,1,0
0,0,4,3142,1,1,21,77,270,1,0,0,1,0
0,0,2,849,1,1,26,75,11,1,0,0,1,0
1,1,1,353,0,0,24,78,38,0,1,0,1,0
0,0,2,1110,1,1,28,77,65,1,0,0,1,0
0,0,2,938,1,1,19,72,95,0,1,0,1,0
0,0,3,1480,1,1,28,77,84,0,1,0,1,0
0,0,1,520,1,1,12,80,35,1,0,0,1,0
0,0,2,1025,1,1,18,73,90,0,1,0,1,0
0,0,2,1149,1,1,19,73,81,0,1,0,1,0
0,1,2,1194,1,1,12,77,72,0,1,0,1,0
0,0,3,1529,1,1,13,80,200,1,0,0,1,0
0,1,2,756,1,0,15,73,22,0,0,1,1,0
0,0,2,1160,1,1,19,73,80,0,1,0,1,0
1,1,4,2727,0,0,20,73,150,0,0,1,1,0
0,0,2,930,1,1,22,88,45,1,0,0,1,0
0,0,4,3780,1,1,22,88,220,0,1,0,1,0
0,0,2,750,1,1,25,75,31,1,0,0,1,0
0,1,2,660,1,1,18,73,32,1,0,0,1,0
0,0,2,1213,1,1,22,73,34,1,0,0,1,0
1,1,2,560,0,0,19,72,300,0,0,1,1,0
0,0,2,810,1,1,27,75,42,1,0,0,1,0
0,1,3,1852,1,1,30,76,47,0,1,0,1,0
0,0,3,2000,1,1,30,78,60,1,0,0,1,0
0,1,3,1313,1,0,28,77,39,0,1,0,1,0
0,0,3,1359,1,1,26,75,25,0,1,0,1,0
0,0,2,1070,1,1,26,75,27,1,0,0,1,0
0,0,3,1150,1,1,22,88,70,0,1,0,1,0
0,0,2,1150,1,1,24,78,180,0,1,0,1,0
0,0,3,1648,1,1,18,73,94,0,1,0,1,0
1,0,2,807,0,1,28,77,28,1,0,0,1,0
0,1,2,656,1,1,12,77,24,1,0,0,1,0
0,0,2,1180,1,1,20,72,33,1,0,0,1,0
0,1,2,1050,1,1,21,78,22,1,0,0,1,0
0,1,3,1805,1,1,30,76,51,0,1,0,1,0
1,0,3,1100,0,0,22,88,55,0,1,0,1,0
0,0,2,1200,1,1,30,76,79,0,1,0,1,0
0,0,2,761,1,1,19,75,18,1,0,0,1,0
0,0,1,660,1,1,19,72,110,0,1,0,1,0
0,0,3,1700,1,1,15,73,86,1,0,0,1,0
0,1,3,2749,1,1,18,74,270,0,1,0,1,0
0,1,3,2063,1,1,26,75,74,0,1,0,1,0
0,1,3,1398,1,1,28,77,73,0,1,0,1,0
0,0,3,1310,1,1,19,73,100,0,1,0,1,0
0,1,2,840,1,1,28,77,37,1,0,0,1,0
0,0,2,1147,1,1,12,77,38,1,0,0,1,0
0,1,1,649,1,0,21,81,23,0,0,1,1,0
0,0,3,1340,1,1,22,88,50,1,0,0,1,0
1,1,2,1064,0,1,30,76,48,0,1,0,1,0
0,0,3,1213,1,1,12,77,65,0,1,0,1,0
0,0,2,903,1,1,40,-86,32,0,1,0,1,0
0,0,2,849,1,1,13,77,30,1,0,0,1,0
0,0,2,1200,1,1,21,81,35,1,0,0,1,0
0,0,2,1000,1,1,12,77,50,1,0,0,1,0
0,1,2,1297,1,1,18,73,76,0,1,0,1,0
0,0,2,936,1,1,15,73,34,1,0,0,1,0
0,0,3,1100,1,1,12,77,80,1,0,0,1,0
0,1,3,1900,1,1,21,79,120,0,1,0,1,0
0,0,2,712,1,1,22,88,29,0,1,0,1,0
1,0,2,1189,0,1,14,80,38,1,0,0,1,0
0,0,3,1320,1,1,18,73,190,0,1,0,1,0
1,1,2,556,0,1,19,72,150,0,1,0,1,0
0,0,2,750,1,1,26,75,20,1,0,0,1,0
0,0,2,746,1,1,13,80,29,0,1,0,1,0
1,1,2,527,0,0,16,73,24,0,0,1,1,0
0,0,2,1155,1,1,18,83,35,1,0,0,1,0
0,1,2,1130,1,1,18,73,75,0,1,0,1,0
0,1,2,900,1,1,18,73,40,1,0,0,1,0
0,0,3,1360,1,1,22,88,53,0,1,0,1,0
0,0,4,1468,1,1,18,73,230,0,1,0,1,0
0,0,2,900,1,1,16,73,30,1,0,0,1,0
0,0,2,1000,1,1,16,80,30,1,0,0,1,0
1,0,4,2907,0,1,22,88,410,0,1,0,1,0
0,0,2,830,1,1,13,80,49,1,0,0,1,0
0,0,4,1500,1,1,34,74,90,1,0,0,1,0
0,0,2,1185,1,1,22,75,55,1,0,0,1,0
0,0,3,1200,1,1,11,76,30,1,0,0,1,0
0,0,2,860,1,1,13,80,45,1,0,0,1,0
0,1,2,990,1,1,28,77,100,0,1,0,1,0
0,0,3,1532,1,1,28,77,51,0,1,0,1,0
0,0,3,1256,1,1,23,86,29,1,0,0,1,0
1,1,1,527,0,0,22,75,11,0,0,1,1,0
0,0,2,1130,1,1,19,73,97,0,1,0,1,0
1,1,3,2484,0,1,30,76,130,0,1,0,1,0
0,0,2,2400,1,1,14,79,40,1,0,0,1,0
1,1,1,343,0,0,19,73,15,0,0,1,1,0
0,1,1,364,1,1,19,72,14,1,0,0,1,0
0,0,3,2013,1,1,12,77,260,0,1,0,1,0
0,0,3,1586,1,1,19,73,180,0,1,0,1,0
0,0,2,675,1,1,12,77,16,1,0,0,1,0
0,0,2,850,1,1,28,76,85,0,1,0,1,0
0,0,1,572,1,1,18,73,40,0,1,0,1,0
0,1,4,2080,1,1,12,77,75,0,1,0,1,0
0,0,2,1040,1,1,22,75,28,0,1,0,1,0
0,1,1,660,1,1,18,73,44,0,1,0,1,0
1,0,1,492,0,0,22,88,8,0,1,0,1,0
0,0,2,850,1,1,17,78,29,1,0,0,1,0
1,0,2,703,0,1,19,72,140,0,1,0,1,0
0,0,2,1200,1,1,25,82,48,1,0,0,1,0
0,0,2,1075,1,1,28,77,40,1,0,0,1,0
0,1,1,594,1,1,18,73,40,0,1,0,1,0
0,1,4,1679,1,1,12,77,140,0,1,0,1,0
0,0,1,440,1,1,19,72,130,0,1,0,1,0
0,0,3,1620,1,1,28,77,35,0,1,0,1,0
0,0,2,871,1,1,12,80,43,0,1,0,1,0
0,0,2,1021,1,1,28,76,22,0,1,0,1,0
0,0,1,550,1,1,19,73,39,0,1,0,1,0
0,0,2,915,1,1,18,73,46,1,0,0,1,0
0,1,2,600,1,1,30,76,13,1,0,0,1,0
0,0,3,1274,1,1,22,88,70,0,1,0,1,0
0,0,2,1194,1,1,13,80,66,0,1,0,1,0
0,1,3,2150,1,1,30,76,85,1,0,0,1,0
0,0,2,992,1,1,28,77,25,0,1,0,1,0
0,0,1,530,1,1,21,72,12,1,0,0,1,0
0,1,2,1015,1,1,18,72,49,0,1,0,1,0
0,0,3,1250,1,1,25,85,75,1,0,0,1,0
0,0,3,1133,1,1,22,88,28,1,0,0,1,0
0,0,2,800,1,1,13,80,55,1,0,0,1,0
1,1,2,1000,0,1,12,77,55,1,0,0,1,0
0,0,2,1339,1,1,28,77,50,0,1,0,1,0
0,1,3,870,1,1,28,76,110,0,1,0,1,0
0,0,2,1100,1,1,16,80,42,1,0,0,1,0
1,0,4,2883,0,1,18,73,240,0,1,0,1,0
0,1,2,1762,1,1,12,77,250,0,1,0,1,0
0,1,3,1609,1,1,24,78,200,0,1,0,1,0
0,0,2,1165,1,1,28,76,30,0,1,0,1,0
0,0,3,1500,1,1,28,77,78,0,1,0,1,0
0,1,2,1294,1,1,22,73,18,1,0,0,1,0
0,0,3,1450,1,1,12,77,81,0,1,0,1,0
0,0,3,1423,1,1,13,80,110,1,0,0,1,0
0,0,4,3200,1,1,18,73,250,0,1,0,1,0
1,0,3,1450,0,1,19,72,220,0,1,0,1,0
0,1,2,1428,1,0,28,77,40,0,1,0,1,0
0,1,2,964,1,1,12,77,22,1,0,0,1,0
1,1,2,660,0,0,19,72,100,0,1,0,1,0
0,1,2,988,1,0,28,77,50,0,1,0,1,0
0,1,1,710,1,1,24,78,68,0,1,0,1,0
0,0,3,1700,1,1,12,77,76,0,1,0,1,0
0,0,3,1300,1,1,26,75,36,0,1,0,1,0
0,0,3,1264,1,1,19,72,150,0,1,0,1,0
1,0,1,440,0,1,21,79,21,0,1,0,1,0
0,0,2,1100,1,1,13,77,85,1,0,0,1,0
0,1,3,1812,1,0,25,75,52,0,0,1,1,0
0,0,2,1235,1,1,15,75,67,1,0,0,1,0
0,0,3,1400,1,1,28,77,54,0,1,0,1,0
0,0,1,667,1,1,19,73,57,0,1,0,1,0
0,0,3,1600,1,1,12,77,93,1,0,0,1,0
0,1,3,980,1,1,23,77,32,1,0,0,1,0
0,1,1,804,1,0,23,77,13,0,0,1,1,0
1,0,4,3255,0,1,30,76,140,0,1,0,1,0
0,0,2,1008,1,1,22,88,62,0,1,0,1,0
0,0,3,1886,1,1,28,77,54,0,1,0,1,0
1,1,2,455,0,0,19,73,38,0,1,0,1,0
1,1,3,2033,0,1,28,77,120,0,1,0,1,0
0,0,2,850,1,1,12,77,35,1,0,0,1,0
0,0,3,1058,1,1,12,74,45,1,0,0,1,0
0,0,2,800,1,1,23,77,20,1,0,0,1,0
1,0,2,1185,0,1,28,77,33,1,0,0,1,0
0,0,2,960,1,1,17,83,57,0,1,0,1,0
0,1,2,913,1,1,27,75,66,0,1,0,1,0
0,0,2,900,1,1,22,72,17,1,0,0,1,0
0,0,2,1054,1,1,23,80,46,0,1,0,1,0
0,0,2,1027,1,1,13,77,52,1,0,0,1,0
0,1,3,1575,1,1,28,76,59,0,1,0,1,0
0,0,2,910,1,1,9,77,35,1,0,0,1,0
0,1,2,550,1,1,19,72,140,0,1,0,1,0
0,1,2,1157,1,1,28,77,67,1,0,0,1,0
0,0,2,850,1,1,20,77,28,1,0,0,1,0
0,0,1,605,1,1,18,73,38,1,0,0,1,0
1,1,3,1076,0,1,27,80,31,0,1,0,1,0
1,1,2,843,0,1,18,72,140,0,1,0,1,0
0,0,2,1087,1,1,12,80,35,1,0,0,1,0
0,0,2,806,1,1,12,80,39,0,1,0,1,0
0,1,3,1600,1,1,12,77,81,0,1,0,1,0
0,1,3,1320,1,1,18,73,73,0,1,0,1,0
0,0,2,1090,1,1,28,77,42,1,0,0,1,0
0,0,3,1151,1,1,26,88,31,0,1,0,1,0
1,0,2,999,0,1,22,75,28,0,1,0,1,0
1,1,4,3811,0,1,13,77,420,0,1,0,1,0
0,1,3,1149,1,1,23,77,30,1,0,0,1,0
0,0,2,1650,1,1,22,73,47,1,0,0,1,0
0,1,2,666,1,1,19,72,160,0,1,0,1,0
1,1,3,1624,0,1,28,77,89,1,0,0,1,0
0,0,2,830,1,1,9,78,28,1,0,0,1,0
0,0,3,1100,1,1,10,76,55,1,0,0,1,0
1,0,1,654,0,1,28,77,49,0,1,0,1,0
0,1,3,1306,1,1,19,72,150,0,1,0,1,0
0,1,3,145892,1,0,12,77,8170,0,0,1,1,0
1,1,3,1484,0,0,28,76,82,0,1,0,1,0
1,1,3,1360,0,0,25,85,61,0,0,1,1,0
0,0,3,900,1,1,12,77,60,0,1,0,1,0
0,0,2,1204,1,1,12,77,70,1,0,0,1,0
0,1,2,925,1,1,26,75,19,1,0,0,1,0
0,0,3,1882,1,1,12,77,140,0,1,0,1,0
0,0,3,1200,1,1,12,77,35,0,1,0,1,0
0,0,2,1075,1,1,28,76,40,0,1,0,1,0
0,0,3,1688,1,1,30,76,53,0,1,0,1,0
0,1,5,2899,1,1,19,73,310,0,1,0,1,0
0,0,3,1586,1,1,19,72,570,0,1,0,1,0
0,1,3,1320,1,1,28,77,78,1,0,0,1,0
0,1,4,1405,1,1,28,77,50,0,1,0,1,0
0,1,2,522,1,1,28,77,21,0,1,0,1,0
0,0,2,1109,1,1,22,73,24,1,0,0,1,0
0,0,3,1256,1,1,22,88,70,0,1,0,1,0
0,0,3,1280,1,1,12,77,48,1,0,0,1,0
0,1,1,424,1,0,20,72,47,0,1,0,1,0
0,0,2,1070,1,1,19,73,160,0,1,0,1,0
0,0,2,1028,1,1,19,73,110,0,1,0,1,0
0,0,3,1672,1,1,17,78,82,1,0,0,1,0
0,1,2,950,1,1,28,77,55,1,0,0,1,0
0,1,1,617,1,1,19,72,25,0,1,0,1,0
0,0,2,819,1,1,22,86,28,1,0,0,1,0
1,1,2,74810,0,0,19,72,8800,0,1,0,1,0
0,1,2,924,1,1,26,75,21,1,0,0,1,0
0,0,6,2040,1,1,20,78,400,1,0,0,1,0
0,0,4,4086,1,0,28,77,470,0,1,0,1,0
0,0,1,662,1,1,19,72,130,0,1,0,1,0
0,0,3,1911,1,1,19,73,130,0,1,0,1,0
0,0,2,1160,1,1,28,77,80,1,0,0,1,0
1,0,2,1178,0,1,18,73,48,0,1,0,1,0
0,0,2,1080,1,1,13,80,60,1,0,0,1,0
1,1,4,2348,0,0,30,76,91,0,1,0,1,0
0,0,2,1339,1,1,12,77,110,1,0,0,1,0
0,0,2,1300,1,1,25,75,54,1,0,0,1,0
0,1,3,1750,1,1,28,77,120,1,0,0,1,0
1,1,1,715,0,1,18,73,52,0,1,0,1,0
0,0,2,1400,1,1,14,78,59,1,0,0,1,0
0,0,3,1825,1,1,18,74,200,0,1,0,1,0
1,1,3,2014,0,1,30,76,86,0,1,0,1,0
1,0,2,926,0,1,12,77,110,0,1,0,1,0
0,0,3,2032,1,1,28,77,70,0,1,0,1,0
0,1,1,694,1,1,18,73,29,0,1,0,1,0
0,0,3,1682,1,1,12,77,100,0,1,0,1,0
0,0,3,1620,1,1,12,77,75,1,0,0,1,0
0,0,2,1011,1,1,18,72,200,0,1,0,1,0
0,0,1,619,1,1,18,73,35,0,1,0,1,0
0,0,2,1266,1,1,12,77,100,0,1,0,1,0
0,1,2,924,1,1,26,75,19,0,1,0,1,0
0,0,3,1567,1,1,28,77,50,0,1,0,1,0
0,1,1,600,1,1,18,73,32,1,0,0,1,0
0,0,2,147384,1,0,28,77,9580,0,1,0,1,0
0,0,2,1000,1,1,30,76,67,1,0,0,1,0
0,0,1,711,1,1,13,80,58,0,1,0,1,0
0,0,4,2600,1,1,19,72,900,0,1,0,1,0
0,0,2,1160,1,1,19,73,77,0,1,0,1,0
0,0,3,1569,1,1,22,73,49,0,1,0,1,0
1,0,2,771,0,1,22,88,30,1,0,0,1,0
0,1,3,1184,1,1,19,72,86,0,1,0,1,0
0,1,3,133117,1,0,28,77,9450,0,1,0,1,0
0,0,1,615,1,1,22,75,16,1,0,0,1,0
0,1,2,1157,1,1,12,77,66,0,1,0,1,0
0,0,3,1732,1,1,28,77,130,0,1,0,1,0
0,0,2,850,1,1,28,77,28,0,1,0,1,0
0,0,3,1280,1,1,22,73,30,1,0,0,1,0
0,0,3,1500,1,1,18,73,120,0,1,0,1,0
0,0,1,580,1,1,12,80,29,0,1,0,1,0
